0,1,2,3,4,5
0.6,0.4,0.7356512930662886,0.2643487069337114,0.8484815153771108,0.15151848462288917
0.37,0.63,0.5011854672452217,0.4988145327547783,0.5371413890692674,0.46285861093073266
0.48,0.52,0.486221214109976,0.513778785890024,0.6126238355861079,0.38737616441389205
0.99,0.01,0.9589375334729785,0.0410624665270215,0.8855569332251286,0.1144430667748715
0.87,0.13,0.9476587608490735,0.052341239150926505,0.8495732354188255,0.1504267645811748
0.68,0.32,0.5852286437532436,0.41477135624675643,0.7319630460270428,0.26803695397295724
0.98,0.02,0.9605455408535286,0.03945445914647134,0.883711918788799,0.11628808121120096
0.99,0.01,0.92768769656668,0.07231230343331999,0.8465296901766081,0.15347030982339205
1.0,0.0,0.9816531415048024,0.018346858495197526,0.8510080720708616,0.14899192792913835
0.75,0.25,0.772857244544354,0.22714275545564602,0.881610300294845,0.11838969970515496
0.92,0.08,0.8343219596429771,0.1656780403570229,0.8466592935865125,0.15334070641348765
0.5,0.5,0.5784633325533416,0.4215366674466584,0.7395324683970405,0.26046753160295977
0.46,0.54,0.4191340765869467,0.5808659234130533,0.5939596815922815,0.4060403184077187
0.22,0.78,0.35581630209163095,0.644183697908369,0.24577646602595357,0.7542235339740464
0.99,0.01,0.9677838544998213,0.03221614550017872,0.8905511490386391,0.10944885096136078
0.18,0.82,0.31044963100594136,0.6895503689940586,0.2736878028192715,0.7263121971807287
0.5,0.5,0.5499289309286687,0.4500710690713313,0.625363865165717,0.37463613483428315
0.55,0.45,0.4585729727977421,0.5414270272022579,0.4195307645563527,0.5804692354436474
0.93,0.07,0.9612255613787827,0.03877443862121734,0.8425874964296716,0.15741250357032843
0.29,0.71,0.3249447306573473,0.6750552693426527,0.3305450785829231,0.669454921417077
0.57,0.43,0.6574718781149649,0.3425281218850351,0.8874338128352701,0.11256618716472994
0.55,0.45,0.4923361112043746,0.5076638887956254,0.6501567640384749,0.3498432359615251
0.07,0.93,0.4145303716817029,0.5854696283182971,0.39828991049839274,0.6017100895016072
0.99,0.01,0.9446004696929224,0.05539953030707755,0.8731254392407978,0.12687456075920217
0.73,0.27,0.6870979745992741,0.31290202540072587,0.7076779110718079,0.2923220889281923
1.0,0.0,0.9765401677309854,0.02345983226901456,0.900540322031195,0.09945967796880506
0.32,0.68,0.47284014812670216,0.5271598518732978,0.5385717889793342,0.46142821102066567
0.42,0.58,0.5415448728827458,0.4584551271172542,0.35565298426051833,0.6443470157394817
0.46,0.54,0.3635237875840045,0.6364762124159955,0.5491635733672712,0.45083642663272877
0.64,0.36,0.5802559371100311,0.4197440628899689,0.6699277746535651,0.33007222534643477
0.39,0.61,0.40821818266045207,0.5917818173395479,0.35861079410541136,0.6413892058945886
0.011666666666666665,0.9883333333333333,0.17869105178308964,0.8213089482169104,0.19355958830275033,0.8064404116972497
0.57,0.43,0.5670905405280178,0.4329094594719822,0.7801753931591348,0.2198246068408651
0.29,0.71,0.3981614982720588,0.6018385017279412,0.28116911004593464,0.7188308899540652
0.65,0.35,0.8180399101643728,0.1819600898356272,0.8249750236880754,0.17502497631192476
0.7,0.3,0.47876230689934474,0.5212376931006553,0.4090675427357538,0.5909324572642461
0.97,0.03,0.980227129497194,0.019772870502806,0.8489232031522282,0.15107679684777175
0.38,0.62,0.5415902615011041,0.4584097384988959,0.6940544834348037,0.3059455165651963
0.9,0.1,0.7991789147829355,0.20082108521706452,0.8558077197712268,0.1441922802287732
0.88,0.12,0.8969687108361549,0.10303128916384505,0.8480215058302059,0.15197849416979414
0.71,0.29,0.5885288495853801,0.4114711504146199,0.7866604135040955,0.21333958649590457
0.9,0.1,0.9813031228443323,0.01869687715566769,0.8527771311976728,0.1472228688023269
1.0,0.0,0.9794153559142992,0.020584644085700873,0.8499538897976017,0.15004611020239833
0.83,0.17,0.9015343429340135,0.09846565706598659,0.894494377977152,0.10550562202284786
1.0,0.0,0.9662593304683929,0.033740669531607204,0.8504511137419127,0.14954888625808724
0.97,0.03,0.9763680698067165,0.023631930193283513,0.8568858976983804,0.14311410230161958
0.94,0.06,0.9261712719176064,0.07382872808239359,0.9137806429270633,0.08621935707293668
0.73,0.27,0.6585638101460571,0.3414361898539429,0.8036498529959267,0.19635014700407333
0.33,0.67,0.1740004706558812,0.8259995293441188,0.13451948735739527,0.8654805126426044
0.64,0.36,0.7404380035051117,0.2595619964948883,0.7415304380781399,0.25846956192186016
0.52,0.48,0.6557197492938822,0.34428025070611773,0.7175409501238913,0.2824590498761089
0.19,0.81,0.10187288558596386,0.8981271144140361,0.12161099103333316,0.8783890089666667
0.64,0.36,0.5540300045806849,0.44596999541931515,0.811275178904269,0.1887248210957309
0.87,0.13,0.9061477273490929,0.09385227265090712,0.8295700372624463,0.17042996273755393
0.65,0.35,0.7336538724781236,0.26634612752187636,0.8252535825100279,0.1747464174899721
0.75,0.25,0.656036698625744,0.34396330137425596,0.6986573075502329,0.30134269244976697
0.94,0.06,0.9555337558290424,0.04446624417095762,0.8616116943388714,0.13838830566112878
0.95,0.05,0.8693809618026699,0.1306190381973301,0.9085055163247788,0.09149448367522124
0.99,0.01,0.9830931956564171,0.01690680434358294,0.8476302702039437,0.1523697297960564
1.0,0.0,0.9604670794191427,0.03953292058085731,0.8500414040841633,0.14995859591583663
0.4,0.6,0.5666697430727115,0.43333025692728855,0.616863350009484,0.383136649990516
0.93,0.07,0.8926682847259992,0.1073317152740007,0.9006591524324574,0.09934084756754268
0.48,0.52,0.5075936092341989,0.49240639076580106,0.5613046691661673,0.4386953308338328
0.2025,0.7975,0.49655649411850844,0.5034435058814916,0.8464273979697686,0.1535726020302314
0.37,0.63,0.319235502530401,0.680764497469599,0.26042992936102266,0.7395700706389773
0.6,0.4,0.451116844907003,0.548883155092997,0.4681077592489458,0.5318922407510539
1.0,0.0,0.9649791001834229,0.035020899816577085,0.8486364923806966,0.15136350761930356
0.67,0.33,0.9537162796113374,0.046283720388662554,0.8444285648033459,0.15557143519665448
0.95,0.05,0.9814232856127936,0.018576714387206403,0.86904140548435,0.13095859451564998
1.0,0.0,0.9746164860624139,0.02538351393758612,0.8466850292325774,0.15331497076742265
0.56,0.44,0.844361691803452,0.15563830819654795,0.8449182120523969,0.155081787947603
0.98,0.02,0.9672294674151529,0.032770532584847065,0.8562466173908423,0.1437533826091577
0.84,0.16,0.9587011098501813,0.041298890149818725,0.8380175497150335,0.16198245028496633
0.89,0.11,0.9484346237913747,0.0515653762086253,0.8692005341677963,0.1307994658322035
0.62,0.38,0.6821045787062425,0.31789542129375753,0.8182189493137566,0.18178105068624334
0.27,0.73,0.29799371899930904,0.702006281000691,0.14080270985199414,0.859197290148006
0.99,0.01,0.9166001794321921,0.08339982056780787,0.853700249033196,0.14629975096680406
0.83,0.17,0.7577047442483407,0.2422952557516593,0.8970723981835841,0.1029276018164161
0.85,0.15,0.7962245866543554,0.20377541334564464,0.8967595465809088,0.1032404534190912
0.8,0.2,0.8219021798058289,0.17809782019417106,0.8640894774916255,0.13591052250837443
0.78,0.22,0.8563402310152274,0.14365976898477265,0.8481447628575359,0.15185523714246396
0.53,0.47,0.6114403773542143,0.38855962264578575,0.8705431045406974,0.1294568954593026
0.48,0.52,0.700953293080125,0.29904670691987506,0.8305848307364636,0.1694151692635364
1.0,0.0,0.9551325841747563,0.04486741582524363,0.8928118547254564,0.10718814527454364
0.93,0.07,0.9577720133082815,0.042227986691718504,0.8773542338646139,0.12264576613538612
0.85,0.15,0.8695954251246215,0.13040457487537846,0.8859691974790187,0.11403080252098123
0.6,0.4,0.4302294955795648,0.5697705044204352,0.6610871117261148,0.3389128882738852
1.0,0.0,0.9029544962780961,0.09704550372190392,0.846733917385462,0.15326608261453828
0.66,0.34,0.6446395305361458,0.35536046946385424,0.725379102921776,0.274620897078224
0.86,0.14,0.39279333514903936,0.6072066648509606,0.4376712527420037,0.5623287472579963
0.85,0.15,0.8237486389010591,0.17625136109894096,0.8755983748870272,0.12440162511297276
0.69,0.31,0.8772595339709978,0.12274046602900227,0.8467732122999988,0.15322678770000128
0.76,0.24,0.8109684645327045,0.18903153546729545,0.7894093826784784,0.21059061732152137
0.97,0.03,0.8876657212724843,0.11233427872751567,0.8939068188122758,0.10609318118772393
0.53,0.47,0.5264048853094367,0.4735951146905632,0.7237143520620138,0.2762856479379861
0.93,0.07,0.9066575665467331,0.09334243345326691,0.8856371875756528,0.11436281242434704
0.71,0.29,0.6744189977468058,0.3255810022531942,0.7262049445799769,0.27379505542002336
0.95,0.05,0.9396040723457917,0.06039592765420831,0.8498614824024493,0.15013851759755095
0.54,0.46,0.5005271091922345,0.49947289080776547,0.563175598151973,0.436824401848027
0.4,0.6,0.4276114090025871,0.5723885909974129,0.6592505979899771,0.34074940201002296
0.99,0.01,0.9656492911802017,0.03435070881979825,0.8841704900324757,0.11582950996752424
0.54,0.46,0.3946368775041309,0.6053631224958691,0.6834018809153739,0.31659811908462604
0.68,0.32,0.6260184641046591,0.37398153589534094,0.7988610683403645,0.20113893165963545
0.69,0.31,0.8367275012978875,0.16327249870211244,0.845059206728053,0.15494079327194688
1.0,0.0,0.9711287539154052,0.028871246084594817,0.8537642857112319,0.14623571428876803
0.26,0.74,0.16798509399088413,0.8320149060091159,0.1311791011507054,0.8688208988492947
0.8,0.2,0.6885190758976756,0.3114809241023244,0.873529669736316,0.12647033026368407
0.58,0.42,0.6399210760828828,0.36007892391711716,0.6783630618543137,0.32163693814568617
0.23,0.77,0.2826432361575629,0.7173567638424371,0.21498588046527256,0.7850141195347273
0.95,0.05,0.9691357644534486,0.030864235546551353,0.8653111869767844,0.13468881302321573
0.6,0.4,0.5365865730220729,0.46341342697792703,0.5189102281663796,0.4810897718336205
0.24,0.76,0.5225868358943342,0.47741316410566587,0.5092175066974322,0.49078249330256796
1.0,0.0,0.9604670794191427,0.03953292058085731,0.8511349482695277,0.1488650517304722
0.94,0.06,0.8895911428206331,0.11040885717936683,0.9038844702870843,0.0961155297129156
0.71,0.29,0.6230969493426117,0.3769030506573883,0.745568986940827,0.2544310130591732
0.81,0.19,0.96461771183767,0.03538228816233007,0.8452842742285053,0.1547157257714949
0.99,0.01,0.9590405930297576,0.04095940697024241,0.8664481777993409,0.13355182220065923
0.6,0.4,0.5182351650431054,0.48176483495689454,0.7400922858559348,0.25990771414406516
0.81,0.19,0.8665247035172707,0.13347529648272924,0.8347989769924999,0.16520102300749995
1.0,0.0,0.9632647719112318,0.0367352280887682,0.8487000158765667,0.15129998412343335
0.83,0.17,0.9662797556687678,0.033720244331232184,0.8987194763235832,0.10128052367641686
0.83,0.17,0.9420404129042493,0.057959587095750636,0.8576716975814863,0.14232830241851369
0.88,0.12,0.8886778415436393,0.11132215845636073,0.8748564909156695,0.12514350908433053
0.82,0.18,0.9107462626043424,0.0892537373956576,0.8968748935106433,0.10312510648935667
0.86,0.14,0.9499807220271493,0.050019277972850676,0.8660172198187915,0.13398278018120843
0.64,0.36,0.7886821803359243,0.21131781966407573,0.8267745422169674,0.1732254577830326
0.86,0.14,0.9233899766058495,0.07661002339415043,0.8921806714589847,0.10781932854101538
0.64,0.36,0.8631642604523967,0.13683573954760334,0.8356106721508079,0.16438932784919214
0.8033333333333332,0.19666666666666668,0.5261889563766341,0.4738110436233659,0.8463531486129031,0.15364685138709688
0.95,0.05,0.9451403858278512,0.054859614172148775,0.8880892141753232,0.11191078582467688
0.32,0.68,0.15097935324494138,0.8490206467550586,0.16487636753696813,0.8351236324630319
0.52,0.48,0.5454898672328496,0.45451013276715035,0.5106598389407594,0.4893401610592406
0.87,0.13,0.9538793433306443,0.0461206566693557,0.8627349057097912,0.13726509429020892
1.0,0.0,0.9891440621914582,0.010855937808541804,0.8500356827024088,0.14996431729759094
0.75,0.25,0.7567065327822786,0.24329346721772133,0.9049465628033646,0.09505343719663528
0.96,0.04,0.9572498214959719,0.04275017850402807,0.8560736817269697,0.14392631827303026
0.94,0.06,0.9248257177809012,0.07517428221909887,0.8977169343852588,0.1022830656147413
0.99,0.01,0.9559670835364608,0.044032916463539205,0.8485748641773779,0.15142513582262207
0.84,0.16,0.7280522173275454,0.27194778267245456,0.8285069207664516,0.17149307923354856
0.31,0.69,0.3420710751041186,0.6579289248958814,0.3242085749868114,0.6757914250131885
0.97,0.03,0.9624239247464776,0.037576075253522336,0.8486637007113004,0.1513362992886997
0.79,0.21,0.9456255008653429,0.05437449913465707,0.844890851271118,0.15510914872888173
0.86,0.14,0.8698235167615799,0.13017648323842015,0.759715301768439,0.24028469823156087
0.33,0.67,0.41765806391845084,0.5823419360815492,0.39929692433047853,0.6007030756695216
0.33,0.67,0.5231904384618171,0.47680956153818294,0.4477917443915282,0.5522082556084718
0.96,0.04,0.9594730292107846,0.04052697078921539,0.8517080067338906,0.14829199326610934
0.87,0.13,0.9114674756475355,0.08853252435246454,0.9332486157061654,0.06675138429383445
0.62,0.38,0.48794514616769424,0.5120548538323058,0.5788740062964797,0.42112599370352016
1.0,0.0,0.9836344543878832,0.016365545612116828,0.8488950449373901,0.15110495506260982
1.0,0.0,0.9808290491630474,0.01917095083695259,0.8518470825268043,0.1481529174731958
0.74,0.26,0.7752000845543459,0.2247999154456541,0.8531735593406543,0.1468264406593456
0.35,0.65,0.3895354000980634,0.6104645999019366,0.3881689088633259,0.6118310911366743
0.92,0.08,0.8409161318804695,0.15908386811953046,0.8731278363957848,0.12687216360421535
0.97,0.03,0.9434412369562111,0.05655876304378891,0.8771413037339945,0.12285869626600546
0.28,0.72,0.4935953922360914,0.5064046077639086,0.6676027643634233,0.3323972356365768
0.87,0.13,0.9174460962143743,0.08255390378562563,0.8303810130566024,0.16961898694339733
0.89,0.11,0.8579567646120794,0.14204323538792057,0.8876701806414172,0.1123298193585828
0.99,0.01,0.9874864837143567,0.012513516285643378,0.849594696435041,0.15040530356495901
0.91,0.09,0.9759043119870459,0.02409568801295412,0.8464943979901337,0.15350560200986615
0.43,0.57,0.5154642955912476,0.4845357044087523,0.5578343490135901,0.44216565098641
0.46,0.54,0.7039871998415077,0.2960128001584923,0.793300566631751,0.20669943336824906
0.88,0.12,0.866700955170047,0.133299044829953,0.8690741832787847,0.13092581672121556
0.92,0.08,0.9081666248595692,0.09183337514043083,0.856697899840036,0.143302100159964
0.65,0.35,0.8295856610202721,0.17041433897972788,0.7787556987607526,0.22124430123924735
0.88,0.12,0.9342982815247796,0.06570171847522045,0.8683936146886081,0.13160638531139182
0.97,0.03,0.9667194386424119,0.033280561357588084,0.8966005240712985,0.10339947592870144
0.6,0.4,0.2630816039104932,0.7369183960895068,0.21571280698940198,0.7842871930105981
0.79,0.21,0.8050026708751148,0.19499732912488515,0.8503539178100997,0.1496460821899002
0.34,0.66,0.4189376826129487,0.5810623173870513,0.5394348296062083,0.4605651703937917
0.7,0.3,0.6948495385258442,0.30515046147415575,0.882303307698941,0.11769669230105931
0.02,0.98,0.11732153388547417,0.8826784661145258,0.1373724453174191,0.8626275546825812
0.63,0.37,0.870816557671324,0.12918344232867596,0.8543507636526301,0.14564923634736998
0.35,0.65,0.22143922064164456,0.7785607793583554,0.25594405048831126,0.7440559495116887
0.85,0.15,0.7739077211347987,0.2260922788652013,0.8597491986379892,0.14025080136201082
0.11,0.89,0.2519835853429394,0.7480164146570606,0.13702412788410595,0.8629758721158941
0.9,0.1,0.8968210548999737,0.10317894510002637,0.8954894689079839,0.1045105310920161
0.6641666666666666,0.3358333333333334,0.5180394098150074,0.4819605901849926,0.8419188431218569,0.15808115687814317
1.0,0.0,0.9808569793522365,0.01914302064776353,0.8517832458462634,0.14821675415373642
0.53,0.47,0.6696985555045664,0.33030144449543364,0.5766351992501313,0.42336480074986854
0.68,0.32,0.7405046184005991,0.2594953815994009,0.7866480584181849,0.21335194158181517
0.74,0.26,0.6202200246271465,0.3797799753728534,0.8058450394412502,0.19415496055874973
0.82,0.18,0.913992108708124,0.08600789129187603,0.8632821628774706,0.13671783712252944
0.08,0.92,0.20820244256353004,0.79179755743647,0.19317869612867283,0.806821303871327
0.83,0.17,0.8176452158200385,0.18235478417996154,0.8743428885843441,0.1256571114156559
0.39,0.61,0.43375292417553113,0.5662470758244689,0.4238524030236076,0.5761475969763926
1.0,0.0,0.9857334384313259,0.014266561568674112,0.8568348345138241,0.14316516548617597
0.93,0.07,0.941872081133659,0.05812791886634103,0.8779563350672804,0.12204366493271945
0.97,0.03,0.9600569151477734,0.039943084852226585,0.8869891351656689,0.11301086483433098
0.98,0.02,0.9783488177684072,0.02165118223159279,0.867879891392596,0.13212010860740378
0.91,0.09,0.9439097860381573,0.056090213961842654,0.8769794432294215,0.12302055677057841
0.95,0.05,0.9029544962780961,0.09704550372190392,0.8465225276604886,0.1534774723395115
0.22,0.78,0.3751353666869819,0.6248646333130181,0.4143807699523383,0.5856192300476619
0.35,0.65,0.3852688680662347,0.6147311319337653,0.40260754659098696,0.5973924534090131
0.43,0.57,0.3162730760864736,0.6837269239135264,0.12461498488616095,0.8753850151138388
0.58,0.42,0.6462304737474871,0.35376952625251296,0.7898236641881712,0.2101763358118288
0.71,0.29,0.6980809390396625,0.30191906096033744,0.7708511361480193,0.22914886385198102
0.51,0.49,0.7079256248003878,0.29207437519961227,0.8278059646379435,0.17219403536205627
0.98,0.02,0.986920918663225,0.013079081336775024,0.8519703703162008,0.1480296296837991
0.13,0.87,0.2526302727842732,0.7473697272157268,0.2267383353033932,0.7732616646966068
0.65,0.35,0.8949523083371672,0.10504769166283277,0.8469217329421039,0.15307826705789604
0.76,0.24,0.747714841345948,0.25228515865405204,0.8217714422176127,0.17822855778238736
0.93,0.07,0.9215678257684748,0.07843217423152511,0.8436363779761522,0.15636362202384785
0.92,0.08,0.9031898937580439,0.09681010624195609,0.8557979178972648,0.14420208210273547
1.0,0.0,0.9662593304683929,0.033740669531607204,0.8478111633278849,0.15218883667211514
0.97,0.03,0.9713850608867781,0.028614939113221865,0.8640483524617288,0.13595164753827124
0.75,0.25,0.812269562881215,0.18773043711878498,0.7789744527793145,0.22102554722068535
0.36,0.64,0.3387580602146194,0.6612419397853806,0.19148235751616216,0.8085176424838377
0.9,0.1,0.940404113799588,0.05959588620041195,0.8995107853940326,0.10048921460596735
0.96,0.04,0.801493564150347,0.19850643584965302,0.8476059397976339,0.15239406020236626
0.96,0.04,0.9803029609148685,0.019697039085131516,0.8522532524270999,0.14774674757289985
0.58,0.42,0.5207675486710348,0.4792324513289652,0.6939069524399541,0.3060930475600457
0.63,0.37,0.7463878772599217,0.2536121227400782,0.8335060486153394,0.16649395138466083
0.78,0.22,0.9064029593474853,0.09359704065251476,0.7869347337424087,0.2130652662575911
0.69,0.31,0.7138927821255399,0.2861072178744601,0.8455631272225718,0.15443687277742824
0.6,0.4,0.7042588122388505,0.29574118776114955,0.8415906355202203,0.15840936447977963
1.0,0.0,0.9639608917035392,0.03603910829646085,0.8483050588436476,0.1516949411563525
0.99,0.01,0.9766820498995187,0.023317950100481325,0.848612558833471,0.15138744116652927
0.79,0.21,0.828256849071074,0.17174315092892603,0.8736307138704532,0.126369286129547
0.54,0.46,0.29848912278371587,0.7015108772162841,0.2227269032709033,0.7772730967290966
0.97,0.03,0.98229681727888,0.01770318272112001,0.8676544665263599,0.13234553347364017
1.0,0.0,0.9662593304683929,0.033740669531607204,0.850637319767965,0.14936268023203492
0.42,0.58,0.6603931187682637,0.3396068812317363,0.7927921138508867,0.2072078861491133
0.45,0.55,0.5534158896550239,0.4465841103449761,0.5493734232742981,0.4506265767257019
